instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
14424,2012-08-29,3,1,8,4,0,3,1,0.6,0.5909,0.73,0.2239,2,8,10,weekdays,Terlalu kering
14425,2012-08-29,3,1,8,5,0,3,1,0.6,0.5909,0.73,0.194,3,37,40,weekdays,Terlalu kering
14426,2012-08-29,3,1,8,6,0,3,1,0.6,0.5909,0.73,0.194,6,175,181,weekdays,Terlalu kering
14427,2012-08-29,3,1,8,7,0,3,1,0.64,0.6061,0.65,0.0896,23,531,554,weekdays,Terlalu kering
14428,2012-08-29,3,1,8,8,0,3,1,0.66,0.6212,0.61,0.1642,28,780,808,weekdays,Terlalu kering
14429,2012-08-29,3,1,8,9,0,3,1,0.7,0.6515,0.51,0.194,40,308,348,weekdays,Terlalu kering
14430,2012-08-29,3,1,8,10,0,3,1,0.72,0.6667,0.48,0.1642,34,144,178,weekdays,Terlalu kering
14431,2012-08-29,3,1,8,11,0,3,1,0.72,0.6515,0.45,0.0,67,186,253,weekdays,Terlalu kering
14432,2012-08-29,3,1,8,12,0,3,1,0.76,0.6818,0.4,0.0,79,281,360,weekdays,Terlalu kering
14433,2012-08-29,3,1,8,13,0,3,1,0.74,0.6667,0.42,0.0,68,232,300,weekdays,Terlalu kering
14434,2012-08-29,3,1,8,14,0,3,1,0.76,0.6818,0.4,0.0896,87,214,301,weekdays,Terlalu kering
14435,2012-08-29,3,1,8,15,0,3,1,0.76,0.6818,0.4,0.194,96,242,338,weekdays,Terlalu kering
14436,2012-08-29,3,1,8,16,0,3,1,0.76,0.6667,0.37,0.1343,104,389,493,weekdays,Terlalu kering
14437,2012-08-29,3,1,8,17,0,3,1,0.78,0.6818,0.35,0.2239,108,762,870,weekdays,Terlalu kering
14438,2012-08-29,3,1,8,18,0,3,1,0.74,0.6667,0.42,0.1642,119,693,812,weekdays,Terlalu kering
14439,2012-08-29,3,1,8,19,0,3,1,0.7,0.6515,0.54,0.194,120,523,643,weekdays,Terlalu kering
14440,2012-08-29,3,1,8,20,0,3,1,0.68,0.6364,0.57,0.0,49,378,427,weekdays,Terlalu kering
14441,2012-08-29,3,1,8,21,0,3,1,0.66,0.6212,0.54,0.1045,48,265,313,weekdays,Terlalu kering
14442,2012-08-29,3,1,8,22,0,3,1,0.66,0.6212,0.54,0.0,50,185,235,weekdays,Terlalu kering
14443,2012-08-29,3,1,8,23,0,3,1,0.66,0.6212,0.57,0.0,34,123,157,weekdays,Terlalu kering
14444,2012-08-30,3,1,8,0,0,4,1,0.64,0.6061,0.69,0.0,14,51,65,weekdays,Terlalu kering
14445,2012-08-30,3,1,8,1,0,4,1,0.64,0.6061,0.65,0.0,6,17,23,weekdays,Terlalu kering
14446,2012-08-30,3,1,8,2,0,4,1,0.62,0.5909,0.73,0.0,3,14,17,weekdays,Terlalu kering
14447,2012-08-30,3,1,8,3,0,4,1,0.62,0.5909,0.73,0.0,0,5,5,weekdays,Terlalu kering
14448,2012-08-30,3,1,8,4,0,4,1,0.62,0.5909,0.73,0.0,4,4,8,weekdays,Terlalu kering
14449,2012-08-30,3,1,8,5,0,4,1,0.62,0.5909,0.73,0.0,2,33,35,weekdays,Terlalu kering
14450,2012-08-30,3,1,8,6,0,4,1,0.6,0.5606,0.83,0.1642,8,155,163,weekdays,Terlalu kering
14451,2012-08-30,3,1,8,7,0,4,1,0.64,0.6061,0.73,0.0,31,501,532,weekdays,Terlalu kering
14452,2012-08-30,3,1,8,8,0,4,1,0.66,0.6212,0.65,0.0,53,701,754,weekdays,Terlalu kering
14453,2012-08-30,3,1,8,9,0,4,1,0.7,0.6515,0.58,0.0,57,339,396,weekdays,Terlalu kering
14454,2012-08-30,3,1,8,10,0,4,1,0.72,0.6667,0.54,0.0,73,161,234,weekdays,Terlalu kering
14455,2012-08-30,3,1,8,11,0,4,1,0.76,0.6818,0.4,0.0896,85,191,276,weekdays,Terlalu kering
14456,2012-08-30,3,1,8,12,0,4,1,0.76,0.6818,0.45,0.1343,73,221,294,weekdays,Terlalu kering
14457,2012-08-30,3,1,8,13,0,4,1,0.76,0.6818,0.48,0.1045,76,214,290,weekdays,Terlalu kering
14458,2012-08-30,3,1,8,14,0,4,1,0.76,0.6818,0.48,0.1343,74,199,273,weekdays,Terlalu kering
14459,2012-08-30,3,1,8,15,0,4,1,0.8,0.7273,0.46,0.1642,99,239,338,weekdays,Terlalu kering
14460,2012-08-30,3,1,8,16,0,4,1,0.8,0.7273,0.43,0.1642,77,405,482,weekdays,Terlalu kering
14461,2012-08-30,3,1,8,17,0,4,1,0.82,0.7273,0.34,0.2239,93,751,844,weekdays,Terlalu kering
14462,2012-08-30,3,1,8,18,0,4,1,0.8,0.7121,0.38,0.1343,109,744,853,weekdays,Terlalu kering
14463,2012-08-30,3,1,8,19,0,4,1,0.76,0.6818,0.48,0.1343,78,532,610,weekdays,Terlalu kering
14464,2012-08-30,3,1,8,20,0,4,1,0.74,0.6818,0.58,0.1642,68,403,471,weekdays,Terlalu kering
14465,2012-08-30,3,1,8,21,0,4,1,0.72,0.6818,0.66,0.1343,32,275,307,weekdays,Terlalu kering
14466,2012-08-30,3,1,8,22,0,4,1,0.7,0.6515,0.7,0.0,38,253,291,weekdays,Terlalu kering
14467,2012-08-30,3,1,8,23,0,4,1,0.7,0.6667,0.74,0.1045,19,133,152,weekdays,Terlalu kering
14468,2012-08-31,3,1,8,0,0,5,1,0.68,0.6364,0.83,0.1642,13,69,82,weekdays,Terlalu kering
14469,2012-08-31,3,1,8,1,0,5,1,0.68,0.6364,0.83,0.1642,8,24,32,weekdays,Terlalu kering
14470,2012-08-31,3,1,8,2,0,5,1,0.66,0.5909,0.89,0.1343,9,11,20,weekdays,Terlalu kering
14471,2012-08-31,3,1,8,3,0,5,1,0.66,0.5909,0.89,0.1045,3,2,5,weekdays,Terlalu kering
14472,2012-08-31,3,1,8,4,0,5,1,0.64,0.5758,0.89,0.1343,0,7,7,weekdays,Terlalu kering
14473,2012-08-31,3,1,8,5,0,5,1,0.64,0.5758,0.89,0.1642,2,27,29,weekdays,Terlalu kering
14474,2012-08-31,3,1,8,6,0,5,2,0.64,0.5758,0.89,0.1642,7,101,108,weekdays,Terlalu kering
14475,2012-08-31,3,1,8,7,0,5,2,0.64,0.5758,0.89,0.0896,21,400,421,weekdays,Terlalu kering
14476,2012-08-31,3,1,8,8,0,5,2,0.7,0.6667,0.74,0.0,36,654,690,weekdays,Terlalu kering
14477,2012-08-31,3,1,8,9,0,5,1,0.74,0.697,0.7,0.0,61,337,398,weekdays,Terlalu kering
14478,2012-08-31,3,1,8,10,0,5,1,0.76,0.7121,0.62,0.0896,59,197,256,weekdays,Terlalu kering
14479,2012-08-31,3,1,8,11,0,5,1,0.86,0.7424,0.28,0.2985,88,221,309,weekdays,Terlalu kering
14480,2012-08-31,3,1,8,12,0,5,1,0.86,0.7424,0.26,0.2537,120,290,410,weekdays,Terlalu kering
14481,2012-08-31,3,1,8,13,0,5,1,0.88,0.7576,0.27,0.3284,97,271,368,weekdays,Terlalu kering
14482,2012-08-31,3,1,8,14,0,5,1,0.9,0.7727,0.25,0.2239,112,324,436,weekdays,Terlalu kering
14483,2012-08-31,3,1,8,15,0,5,1,0.9,0.7879,0.27,0.2985,109,417,526,weekdays,Terlalu kering
14484,2012-08-31,3,1,8,16,0,5,1,0.9,0.7879,0.27,0.2537,111,417,528,weekdays,Terlalu kering
14485,2012-08-31,3,1,8,17,0,5,1,0.88,0.7727,0.32,0.1642,129,488,617,weekdays,Terlalu kering
14486,2012-08-31,3,1,8,18,0,5,1,0.86,0.7576,0.36,0.2537,87,459,546,weekdays,Terlalu kering
14487,2012-08-31,3,1,8,19,0,5,1,0.8,0.7424,0.49,0.1343,91,361,452,weekdays,Terlalu kering
14488,2012-08-31,3,1,8,20,0,5,1,0.8,0.7424,0.49,0.1343,102,254,356,weekdays,Terlalu kering
14489,2012-08-31,3,1,8,21,0,5,1,0.76,0.7121,0.58,0.194,71,232,303,weekdays,Terlalu kering
14490,2012-08-31,3,1,8,22,0,5,1,0.76,0.7121,0.58,0.194,65,212,277,weekdays,Terlalu kering
14491,2012-08-31,3,1,8,23,0,5,1,0.74,0.6818,0.62,0.1045,32,142,174,weekdays,Terlalu kering
14492,2012-09-01,3,1,9,0,0,6,1,0.74,0.6818,0.62,0.1045,22,146,168,weekdays,Terlalu kering
14493,2012-09-01,3,1,9,1,0,6,1,0.72,0.697,0.74,0.1343,11,68,79,weekdays,Terlalu kering
14494,2012-09-01,3,1,9,2,0,6,1,0.7,0.6515,0.7,0.1642,8,61,69,weekdays,Terlalu kering
14495,2012-09-01,3,1,9,3,0,6,1,0.7,0.6515,0.7,0.1045,6,29,35,weekdays,Terlalu kering
14496,2012-09-01,3,1,9,4,0,6,1,0.7,0.6515,0.7,0.0,3,9,12,weekdays,Terlalu kering
14497,2012-09-01,3,1,9,5,0,6,1,0.68,0.6364,0.79,0.0,2,20,22,weekdays,Terlalu kering
14498,2012-09-01,3,1,9,6,0,6,1,0.68,0.6364,0.79,0.0,13,23,36,weekdays,Terlalu kering
14499,2012-09-01,3,1,9,7,0,6,2,0.74,0.6818,0.58,0.1343,8,58,66,weekdays,Terlalu kering
14500,2012-09-01,3,1,9,8,0,6,2,0.76,0.7121,0.58,0.2537,28,134,162,weekdays,Terlalu kering
14501,2012-09-01,3,1,9,9,0,6,2,0.76,0.7121,0.58,0.194,62,175,237,weekdays,Terlalu kering
14502,2012-09-01,3,1,9,10,0,6,2,0.78,0.7273,0.55,0.194,128,289,417,weekdays,Terlalu kering
14503,2012-09-01,3,1,9,11,0,6,2,0.8,0.7576,0.55,0.2239,219,273,492,weekdays,Terlalu kering
14504,2012-09-01,3,1,9,12,0,6,2,0.8,0.7576,0.55,0.1642,187,284,471,weekdays,Terlalu kering
14505,2012-09-01,3,1,9,13,0,6,2,0.82,0.7727,0.52,0.0896,237,267,504,weekdays,Terlalu kering
14506,2012-09-01,3,1,9,14,0,6,2,0.86,0.7879,0.44,0.1642,240,274,514,weekdays,Terlalu kering
14507,2012-09-01,3,1,9,15,0,6,2,0.86,0.7879,0.44,0.2836,257,306,563,weekdays,Terlalu kering
14508,2012-09-01,3,1,9,16,0,6,2,0.84,0.7879,0.49,0.1642,209,253,462,weekdays,Terlalu kering
14509,2012-09-01,3,1,9,17,0,6,2,0.82,0.7727,0.52,0.0,205,258,463,weekdays,Terlalu kering
14510,2012-09-01,3,1,9,18,0,6,2,0.82,0.7727,0.52,0.0,184,258,442,weekdays,Terlalu kering
14511,2012-09-01,3,1,9,19,0,6,3,0.78,0.7424,0.62,0.0,157,235,392,weekdays,Terlalu kering
14512,2012-09-01,3,1,9,20,0,6,3,0.76,0.7273,0.67,0.2537,67,140,207,weekdays,Terlalu kering
14513,2012-09-01,3,1,9,21,0,6,3,0.64,0.5758,0.89,0.0,21,83,104,weekdays,Terlalu kering
14514,2012-09-01,3,1,9,22,0,6,2,0.66,0.5909,0.89,0.0,21,57,78,weekdays,Terlalu kering
14515,2012-09-01,3,1,9,23,0,6,1,0.66,0.5909,0.89,0.0896,57,88,145,weekdays,Terlalu kering
14516,2012-09-02,3,1,9,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72,99,weekdays,Terlalu kering
14517,2012-09-02,3,1,9,1,0,0,1,0.66,0.5909,0.89,0.0,15,58,73,weekdays,Terlalu kering
14518,2012-09-02,3,1,9,2,0,0,1,0.66,0.5909,0.89,0.0,28,56,84,weekdays,Terlalu kering
14519,2012-09-02,3,1,9,3,0,0,1,0.66,0.5909,0.89,0.0896,9,33,42,weekdays,Terlalu kering
14520,2012-09-02,3,1,9,4,0,0,1,0.66,0.5909,0.89,0.0,7,15,22,weekdays,Terlalu kering
14521,2012-09-02,3,1,9,5,0,0,1,0.66,0.5909,0.89,0.0,2,10,12,weekdays,Terlalu kering
14522,2012-09-02,3,1,9,6,0,0,2,0.66,0.5909,0.89,0.0,2,13,15,weekdays,Terlalu kering
14523,2012-09-02,3,1,9,7,0,0,1,0.66,0.5909,0.94,0.0896,13,29,42,weekdays,Terlalu kering
14524,2012-09-02,3,1,9,8,0,0,1,0.68,0.6364,0.89,0.0896,30,99,129,weekdays,Terlalu kering
14525,2012-09-02,3,1,9,9,0,0,2,0.7,0.6667,0.84,0.0,88,144,232,weekdays,Terlalu kering
14526,2012-09-02,3,1,9,10,0,0,2,0.72,0.697,0.79,0.0,158,230,388,weekdays,Terlalu kering
14527,2012-09-02,3,1,9,11,0,0,2,0.74,0.697,0.7,0.0,226,263,489,weekdays,Terlalu kering
14528,2012-09-02,3,1,9,12,0,0,3,0.74,0.697,0.7,0.0,248,297,545,weekdays,Terlalu kering
14529,2012-09-02,3,1,9,13,0,0,3,0.72,0.697,0.74,0.0896,263,230,493,weekdays,Terlalu kering
14530,2012-09-02,3,1,9,14,0,0,3,0.72,0.697,0.79,0.0896,249,208,457,weekdays,Terlalu kering
14531,2012-09-02,3,1,9,15,0,0,3,0.74,0.7121,0.74,0.1343,179,176,355,weekdays,Terlalu kering
14532,2012-09-02,3,1,9,16,0,0,1,0.74,0.697,0.7,0.0,222,252,474,weekdays,Terlalu kering
14533,2012-09-02,3,1,9,17,0,0,1,0.76,0.7273,0.66,0.0896,219,284,503,weekdays,Terlalu kering
14534,2012-09-02,3,1,9,18,0,0,1,0.74,0.7121,0.74,0.0,227,273,500,weekdays,Terlalu kering
14535,2012-09-02,3,1,9,19,0,0,2,0.7,0.6667,0.84,0.2239,140,152,292,weekdays,Terlalu kering
14536,2012-09-02,3,1,9,20,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104,weekdays,Terlalu kering
14537,2012-09-02,3,1,9,21,0,0,1,0.7,0.6515,0.7,0.1642,79,92,171,weekdays,Terlalu kering
14538,2012-09-02,3,1,9,22,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166,weekdays,Terlalu kering
14539,2012-09-02,3,1,9,23,0,0,3,0.66,0.5909,0.89,0.0896,53,70,123,weekdays,Terlalu kering
14540,2012-09-03,3,1,9,0,1,1,2,0.66,0.5909,0.94,0.0,42,62,104,weekdays,Terlalu kering
14541,2012-09-03,3,1,9,1,1,1,2,0.68,0.6364,0.89,0.1642,18,37,55,weekdays,Terlalu kering
14542,2012-09-03,3,1,9,2,1,1,1,0.66,0.5909,0.89,0.1045,10,30,40,weekdays,Terlalu kering
14543,2012-09-03,3,1,9,3,1,1,1,0.66,0.5909,0.89,0.1343,6,22,28,weekdays,Terlalu kering
14544,2012-09-03,3,1,9,4,1,1,1,0.66,0.5909,0.89,0.0896,6,5,11,weekdays,Terlalu kering
14545,2012-09-03,3,1,9,5,1,1,1,0.66,0.5909,0.89,0.0,1,3,4,weekdays,Terlalu kering
14546,2012-09-03,3,1,9,6,1,1,1,0.66,0.5909,0.94,0.0,3,12,15,weekdays,Terlalu kering
14547,2012-09-03,3,1,9,7,1,1,1,0.68,0.6364,0.85,0.0,6,37,43,weekdays,Terlalu kering
14548,2012-09-03,3,1,9,8,1,1,2,0.7,0.6667,0.84,0.1045,36,91,127,weekdays,Terlalu kering
14549,2012-09-03,3,1,9,9,1,1,2,0.7,0.6667,0.84,0.1343,71,158,229,weekdays,Terlalu kering
14550,2012-09-03,3,1,9,10,1,1,2,0.74,0.7121,0.74,0.2239,135,224,359,weekdays,Terlalu kering
14551,2012-09-03,3,1,9,11,1,1,2,0.74,0.697,0.7,0.2836,187,272,459,weekdays,Terlalu kering
14552,2012-09-03,3,1,9,12,1,1,2,0.76,0.7121,0.62,0.2985,191,352,543,weekdays,Terlalu kering
14553,2012-09-03,3,1,9,13,1,1,2,0.76,0.7273,0.66,0.2537,209,357,566,weekdays,Terlalu kering
14554,2012-09-03,3,1,9,14,1,1,1,0.74,0.697,0.7,0.2985,163,349,512,weekdays,Terlalu kering
14555,2012-09-03,3,1,9,15,1,1,1,0.74,0.697,0.7,0.2239,168,281,449,weekdays,Terlalu kering
14556,2012-09-03,3,1,9,16,1,1,1,0.74,0.697,0.7,0.2239,165,335,500,weekdays,Terlalu kering
14557,2012-09-03,3,1,9,17,1,1,1,0.74,0.697,0.7,0.1343,181,317,498,weekdays,Terlalu kering
14558,2012-09-03,3,1,9,18,1,1,1,0.74,0.697,0.66,0.1642,145,337,482,weekdays,Terlalu kering
14559,2012-09-03,3,1,9,19,1,1,1,0.72,0.697,0.74,0.194,73,301,374,weekdays,Terlalu kering
14560,2012-09-03,3,1,9,20,1,1,1,0.72,0.6818,0.76,0.1045,78,183,261,weekdays,Terlalu kering
14561,2012-09-03,3,1,9,21,1,1,1,0.72,0.6818,0.76,0.1045,42,142,184,weekdays,Terlalu kering
14562,2012-09-03,3,1,9,22,1,1,2,0.7,0.6667,0.84,0.1343,17,104,121,weekdays,Terlalu kering
14563,2012-09-03,3,1,9,23,1,1,2,0.7,0.6667,0.84,0.2537,12,58,70,weekdays,Terlalu kering
14564,2012-09-04,3,1,9,0,0,2,2,0.7,0.6667,0.84,0.2537,10,19,29,weekdays,Terlalu kering
14565,2012-09-04,3,1,9,1,0,2,1,0.68,0.6364,0.82,0.1343,15,9,24,weekdays,Terlalu kering
14566,2012-09-04,3,1,9,2,0,2,1,0.68,0.6364,0.82,0.1343,1,4,5,weekdays,Terlalu kering
14567,2012-09-04,3,1,9,3,0,2,2,0.66,0.5909,0.89,0.0896,1,9,10,weekdays,Terlalu kering
14568,2012-09-04,3,1,9,4,0,2,2,0.66,0.5909,0.89,0.0,0,8,8,weekdays,Terlalu kering
14569,2012-09-04,3,1,9,5,0,2,2,0.66,0.5909,0.89,0.0,1,37,38,weekdays,Terlalu kering
14570,2012-09-04,3,1,9,6,0,2,2,0.68,0.6364,0.89,0.1045,7,165,172,weekdays,Terlalu kering
14571,2012-09-04,3,1,9,7,0,2,2,0.68,0.6364,0.89,0.1045,13,480,493,weekdays,Terlalu kering
14572,2012-09-04,3,1,9,8,0,2,1,0.7,0.6667,0.84,0.1642,15,617,632,weekdays,Terlalu kering
14573,2012-09-04,3,1,9,9,0,2,2,0.72,0.697,0.79,0.2239,30,293,323,weekdays,Terlalu kering
14574,2012-09-04,3,1,9,10,0,2,2,0.72,0.697,0.74,0.2537,42,130,172,weekdays,Terlalu kering
14575,2012-09-04,3,1,9,11,0,2,2,0.74,0.697,0.7,0.2836,39,159,198,weekdays,Terlalu kering
14576,2012-09-04,3,1,9,12,0,2,1,0.76,0.7273,0.7,0.2836,54,233,287,weekdays,Terlalu kering
14577,2012-09-04,3,1,9,13,0,2,1,0.8,0.7576,0.55,0.4478,72,203,275,weekdays,Terlalu kering
14578,2012-09-04,3,1,9,14,0,2,1,0.8,0.7576,0.55,0.4179,72,202,274,weekdays,Terlalu kering
14579,2012-09-04,3,1,9,15,0,2,1,0.8,0.7727,0.59,0.4627,68,224,292,weekdays,Terlalu kering
14580,2012-09-04,3,1,9,16,0,2,1,0.76,0.7273,0.7,0.4179,61,397,458,weekdays,Terlalu kering
14581,2012-09-04,3,1,9,17,0,2,1,0.76,0.7273,0.7,0.3582,110,746,856,weekdays,Terlalu kering
14582,2012-09-04,3,1,9,18,0,2,1,0.76,0.7424,0.75,0.2239,94,745,839,weekdays,Terlalu kering
14583,2012-09-04,3,1,9,19,0,2,1,0.76,0.7273,0.7,0.2239,50,502,552,weekdays,Terlalu kering
14584,2012-09-04,3,1,9,20,0,2,1,0.74,0.697,0.7,0.2537,47,338,385,weekdays,Terlalu kering
14585,2012-09-04,3,1,9,21,0,2,1,0.74,0.7121,0.74,0.2537,28,240,268,weekdays,Terlalu kering
14586,2012-09-04,3,1,9,22,0,2,1,0.74,0.697,0.7,0.2836,25,154,179,weekdays,Terlalu kering
14587,2012-09-04,3,1,9,23,0,2,1,0.72,0.697,0.74,0.2985,12,83,95,weekdays,Terlalu kering
14588,2012-09-05,3,1,9,0,0,3,1,0.72,0.697,0.74,0.2537,10,27,37,weekdays,Terlalu kering
14589,2012-09-05,3,1,9,1,0,3,1,0.7,0.6667,0.84,0.194,2,11,13,weekdays,Terlalu kering
14590,2012-09-05,3,1,9,2,0,3,1,0.7,0.6667,0.84,0.194,0,9,9,weekdays,Terlalu kering
14591,2012-09-05,3,1,9,3,0,3,1,0.7,0.6667,0.79,0.2836,0,4,4,weekdays,Terlalu kering
14592,2012-09-05,3,1,9,4,0,3,1,0.7,0.6667,0.79,0.2836,2,3,5,weekdays,Terlalu kering
14593,2012-09-05,3,1,9,5,0,3,2,0.7,0.6667,0.79,0.2985,1,39,40,weekdays,Terlalu kering
14594,2012-09-05,3,1,9,6,0,3,1,0.7,0.6667,0.79,0.2836,7,203,210,weekdays,Terlalu kering
14595,2012-09-05,3,1,9,7,0,3,2,0.7,0.6667,0.79,0.2537,11,489,500,weekdays,Terlalu kering
14596,2012-09-05,3,1,9,8,0,3,1,0.72,0.697,0.74,0.194,33,692,725,weekdays,Terlalu kering
14597,2012-09-05,3,1,9,9,0,3,1,0.74,0.697,0.7,0.2537,27,263,290,weekdays,Terlalu kering
14598,2012-09-05,3,1,9,10,0,3,2,0.76,0.7273,0.7,0.1642,54,181,235,weekdays,Terlalu kering
14599,2012-09-05,3,1,9,11,0,3,2,0.78,0.7424,0.62,0.1642,61,156,217,weekdays,Terlalu kering
14600,2012-09-05,3,1,9,12,0,3,1,0.78,0.7727,0.7,0.1045,49,217,266,weekdays,Terlalu kering
14601,2012-09-05,3,1,9,13,0,3,1,0.8,0.7879,0.63,0.1642,50,184,234,weekdays,Terlalu kering
14602,2012-09-05,3,1,9,14,0,3,1,0.82,0.7879,0.56,0.1045,34,177,211,weekdays,Terlalu kering
14603,2012-09-05,3,1,9,15,0,3,1,0.78,0.7727,0.7,0.194,41,204,245,weekdays,Terlalu kering
14604,2012-09-05,3,1,9,16,0,3,1,0.76,0.7273,0.7,0.2537,86,344,430,weekdays,Terlalu kering
14605,2012-09-05,3,1,9,17,0,3,1,0.76,0.7273,0.66,0.2537,83,780,863,weekdays,Terlalu kering
14606,2012-09-05,3,1,9,18,0,3,1,0.76,0.7424,0.75,0.194,82,757,839,weekdays,Terlalu kering
14607,2012-09-05,3,1,9,19,0,3,1,0.74,0.697,0.7,0.1642,64,598,662,weekdays,Terlalu kering
14608,2012-09-05,3,1,9,20,0,3,1,0.72,0.7121,0.84,0.1642,55,357,412,weekdays,Terlalu kering
14609,2012-09-05,3,1,9,21,0,3,1,0.72,0.697,0.79,0.0,18,278,296,weekdays,Terlalu kering
14610,2012-09-05,3,1,9,22,0,3,1,0.72,0.697,0.79,0.0,38,181,219,weekdays,Terlalu kering
14611,2012-09-05,3,1,9,23,0,3,1,0.7,0.6667,0.84,0.0896,24,126,150,weekdays,Terlalu kering
14612,2012-09-06,3,1,9,0,0,4,2,0.7,0.6667,0.84,0.0896,30,35,65,weekdays,Terlalu kering
14613,2012-09-06,3,1,9,1,0,4,2,0.7,0.6667,0.84,0.0,2,16,18,weekdays,Terlalu kering
14614,2012-09-06,3,1,9,2,0,4,1,0.72,0.697,0.79,0.0,1,7,8,weekdays,Terlalu kering
14615,2012-09-06,3,1,9,3,0,4,1,0.7,0.6667,0.84,0.1045,0,9,9,weekdays,Terlalu kering
14616,2012-09-06,3,1,9,4,0,4,2,0.7,0.6667,0.84,0.0896,0,8,8,weekdays,Terlalu kering
14617,2012-09-06,3,1,9,5,0,4,2,0.7,0.6667,0.84,0.194,3,35,38,weekdays,Terlalu kering
14618,2012-09-06,3,1,9,6,0,4,2,0.7,0.6667,0.84,0.0896,11,189,200,weekdays,Terlalu kering
14619,2012-09-06,3,1,9,7,0,4,2,0.7,0.6667,0.84,0.1045,21,461,482,weekdays,Terlalu kering
14620,2012-09-06,3,1,9,8,0,4,3,0.7,0.6667,0.79,0.0,24,622,646,weekdays,Terlalu kering
14621,2012-09-06,3,1,9,9,0,4,3,0.66,0.5909,0.94,0.1343,8,115,123,weekdays,Terlalu kering
14622,2012-09-06,3,1,9,10,0,4,3,0.66,0.5909,0.94,0.1343,9,40,49,weekdays,Terlalu kering
14623,2012-09-06,3,1,9,11,0,4,3,0.7,0.6667,0.84,0.1642,10,52,62,weekdays,Terlalu kering
14624,2012-09-06,3,1,9,12,0,4,2,0.72,0.697,0.79,0.2239,11,126,137,weekdays,Terlalu kering
14625,2012-09-06,3,1,9,13,0,4,2,0.72,0.697,0.79,0.1045,39,152,191,weekdays,Terlalu kering
14626,2012-09-06,3,1,9,14,0,4,1,0.74,0.7121,0.74,0.0896,38,178,216,weekdays,Terlalu kering
14627,2012-09-06,3,1,9,15,0,4,1,0.74,0.697,0.66,0.194,42,228,270,weekdays,Terlalu kering
14628,2012-09-06,3,1,9,16,0,4,1,0.74,0.697,0.7,0.2239,42,374,416,weekdays,Terlalu kering
14629,2012-09-06,3,1,9,17,0,4,1,0.74,0.697,0.7,0.2537,67,741,808,weekdays,Terlalu kering
14630,2012-09-06,3,1,9,18,0,4,1,0.72,0.6818,0.7,0.2537,74,761,835,weekdays,Terlalu kering
14631,2012-09-06,3,1,9,19,0,4,1,0.68,0.6364,0.74,0.2537,54,504,558,weekdays,Terlalu kering
14632,2012-09-06,3,1,9,20,0,4,1,0.66,0.6061,0.78,0.2239,50,356,406,weekdays,Terlalu kering
14633,2012-09-06,3,1,9,21,0,4,1,0.64,0.5758,0.89,0.1642,32,240,272,weekdays,Terlalu kering
14634,2012-09-06,3,1,9,22,0,4,1,0.64,0.5758,0.89,0.1642,24,193,217,weekdays,Terlalu kering
14635,2012-09-06,3,1,9,23,0,4,1,0.64,0.5758,0.89,0.1642,19,150,169,weekdays,Terlalu kering
14636,2012-09-07,3,1,9,0,0,5,1,0.64,0.5758,0.89,0.1343,17,79,96,weekdays,Terlalu kering
14637,2012-09-07,3,1,9,1,0,5,1,0.62,0.5606,0.88,0.1045,10,19,29,weekdays,Terlalu kering
14638,2012-09-07,3,1,9,2,0,5,1,0.62,0.5758,0.83,0.0896,1,10,11,weekdays,Terlalu kering
14639,2012-09-07,3,1,9,3,0,5,1,0.62,0.5758,0.83,0.0896,0,9,9,weekdays,Terlalu kering
14640,2012-09-07,3,1,9,4,0,5,1,0.62,0.5606,0.88,0.0,1,7,8,weekdays,Terlalu kering
14641,2012-09-07,3,1,9,5,0,5,1,0.62,0.5606,0.88,0.0,1,39,40,weekdays,Terlalu kering
14642,2012-09-07,3,1,9,6,0,5,1,0.62,0.5606,0.88,0.1045,5,135,140,weekdays,Terlalu kering
14643,2012-09-07,3,1,9,7,0,5,1,0.64,0.5758,0.89,0.1045,21,465,486,weekdays,Terlalu kering
14644,2012-09-07,3,1,9,8,0,5,1,0.66,0.6061,0.83,0.1045,29,690,719,weekdays,Terlalu kering
14645,2012-09-07,3,1,9,9,0,5,1,0.7,0.6667,0.79,0.1343,33,311,344,weekdays,Terlalu kering
14646,2012-09-07,3,1,9,10,0,5,1,0.72,0.697,0.74,0.1343,53,171,224,weekdays,Terlalu kering
14647,2012-09-07,3,1,9,11,0,5,1,0.76,0.7121,0.62,0.1343,81,215,296,weekdays,Terlalu kering
14648,2012-09-07,3,1,9,12,0,5,1,0.78,0.7424,0.59,0.1642,76,247,323,weekdays,Terlalu kering
14649,2012-09-07,3,1,9,13,0,5,1,0.8,0.7727,0.59,0.2537,71,283,354,weekdays,Terlalu kering
14650,2012-09-07,3,1,9,14,0,5,1,0.8,0.7727,0.59,0.2537,66,187,253,weekdays,Terlalu kering
14651,2012-09-07,3,1,9,15,0,5,1,0.8,0.7576,0.55,0.2537,66,265,331,weekdays,Terlalu kering
14652,2012-09-07,3,1,9,16,0,5,1,0.8,0.7576,0.55,0.2836,75,395,470,weekdays,Terlalu kering
14653,2012-09-07,3,1,9,17,0,5,1,0.78,0.7424,0.59,0.3284,88,684,772,weekdays,Terlalu kering
